image_path,label
sign_language_dataset/0/aug_0_5662.png,0
sign_language_dataset/0/aug_0_1376.png,0
sign_language_dataset/0/aug_0_467.png,0
sign_language_dataset/0/aug_0_4226.png,0
sign_language_dataset/0/img_881.png,0
sign_language_dataset/0/aug_0_5.png,0
sign_language_dataset/0/img_103.png,0
sign_language_dataset/0/aug_0_1389.png,0
sign_language_dataset/0/aug_0_8622.png,0
sign_language_dataset/0/aug_0_6169.png,0
sign_language_dataset/0/aug_0_1606.png,0
sign_language_dataset/0/aug_0_3763.png,0
sign_language_dataset/0/aug_0_5312.png,0
sign_language_dataset/0/aug_0_4024.png,0
sign_language_dataset/0/aug_0_665.png,0
sign_language_dataset/0/aug_0_9272.png,0
sign_language_dataset/0/aug_0_117.png,0
sign_language_dataset/0/aug_0_4756.png,0
sign_language_dataset/0/aug_0_6814.png,0
sign_language_dataset/0/aug_0_1809.png,0
sign_language_dataset/0/img_301.png,0
sign_language_dataset/0/img_315.png,0
sign_language_dataset/0/aug_0_9448.png,0
sign_language_dataset/0/aug_0_1772.png,0
sign_language_dataset/0/aug_0_7459.png,0
sign_language_dataset/0/aug_0_1028.png,0
sign_language_dataset/0/img_513.png,0
sign_language_dataset/0/aug_0_2290.png,0
sign_language_dataset/0/img_507.png,0
sign_language_dataset/0/img_1.png,0
sign_language_dataset/0/aug_0_2079.png,0
sign_language_dataset/0/aug_0_8232.png,0
sign_language_dataset/0/aug_0_6579.png,0
sign_language_dataset/0/aug_0_5064.png,0
sign_language_dataset/0/aug_0_1202.png,0
sign_language_dataset/0/aug_0_1564.png,0
sign_language_dataset/0/aug_0_4352.png,0
sign_language_dataset/0/aug_0_2723.png,0
sign_language_dataset/0/aug_0_6545.png,0
sign_language_dataset/0/aug_0_8568.png,0
sign_language_dataset/0/aug_0_7897.png,0
sign_language_dataset/0/aug_0_2910.png,0
sign_language_dataset/0/img_739.png,0
sign_language_dataset/0/aug_0_7840.png,0
sign_language_dataset/0/aug_0_6586.png,0
sign_language_dataset/0/aug_0_4384.png,0
sign_language_dataset/0/aug_0_3399.png,0
sign_language_dataset/0/img_710.png,0
sign_language_dataset/0/aug_0_2939.png,0
sign_language_dataset/0/aug_0_2736.png,0
sign_language_dataset/0/aug_0_5059.png,0
sign_language_dataset/0/aug_0_3428.png,0
sign_language_dataset/0/aug_0_6236.png,0
sign_language_dataset/0/aug_0_4435.png,0
sign_language_dataset/0/aug_0_5065.png,0
sign_language_dataset/0/aug_0_9139.png,0
sign_language_dataset/0/aug_0_7114.png,0
sign_language_dataset/0/aug_0_8227.png,0
sign_language_dataset/0/aug_0_1571.png,0
sign_language_dataset/0/img_937.png,0
sign_language_dataset/0/aug_0_3400.png,0
sign_language_dataset/0/aug_0_1798.png,0
sign_language_dataset/0/aug_0_1940.png,0
sign_language_dataset/0/aug_0_6949.png,0
sign_language_dataset/0/aug_0_2285.png,0
sign_language_dataset/0/aug_0_8025.png,0
sign_language_dataset/0/aug_0_6008.png,0
sign_language_dataset/0/aug_0_8743.png,0
sign_language_dataset/0/aug_0_3602.png,0
sign_language_dataset/0/aug_0_5515.png,0
sign_language_dataset/0/aug_0_2483.png,0
sign_language_dataset/0/img_466.png,0
sign_language_dataset/0/aug_0_8192.png,0
sign_language_dataset/0/aug_0_6801.png,0
sign_language_dataset/0/img_328.png,0
sign_language_dataset/0/aug_0_3979.png,0
sign_language_dataset/0/aug_0_843.png,0
sign_language_dataset/0/aug_0_6154.png,0
sign_language_dataset/0/aug_0_5475.png,0
sign_language_dataset/0/aug_0_9529.png,0
sign_language_dataset/0/aug_0_1388.png,0
sign_language_dataset/0/aug_0_7921.png,0
sign_language_dataset/0/aug_0_9930.png,0
sign_language_dataset/0/img_894.png,0
sign_language_dataset/0/aug_0_9924.png,0
sign_language_dataset/0/aug_0_8409.png,0
sign_language_dataset/0/aug_0_4555.png,0
sign_language_dataset/0/aug_0_5887.png,0
sign_language_dataset/0/aug_0_2656.png,0
sign_language_dataset/0/aug_0_7706.png,0
sign_language_dataset/0/aug_0_3560.png,0
sign_language_dataset/0/aug_0_2118.png,0
sign_language_dataset/0/aug_0_7074.png,0
sign_language_dataset/0/aug_0_1405.png,0
sign_language_dataset/0/aug_0_5675.png,0
sign_language_dataset/0/aug_0_8437.png,0
sign_language_dataset/0/aug_0_4219.png,0
sign_language_dataset/0/aug_0_3576.png,0
sign_language_dataset/0/aug_0_4557.png,0
sign_language_dataset/0/aug_0_9073.png,0
sign_language_dataset/0/aug_0_1349.png,0
sign_language_dataset/0/img_882.png,0
sign_language_dataset/0/aug_0_4594.png,0
sign_language_dataset/0/aug_0_5477.png,0
sign_language_dataset/0/aug_0_1605.png,0
sign_language_dataset/0/aug_0_4033.png,0
sign_language_dataset/0/aug_0_4999.png,0
sign_language_dataset/0/aug_0_2481.png,0
sign_language_dataset/0/img_302.png,0
sign_language_dataset/0/aug_0_7472.png,0
sign_language_dataset/0/aug_0_4609.png,0
sign_language_dataset/0/aug_0_4635.png,0
sign_language_dataset/0/aug_0_935.png,0
sign_language_dataset/0/aug_0_8225.png,0
sign_language_dataset/0/aug_0_6208.png,0
sign_language_dataset/0/img_921.png,0
sign_language_dataset/0/aug_0_3370.png,0
sign_language_dataset/0/aug_0_2052.png,0
sign_language_dataset/0/aug_0_6552.png,0
sign_language_dataset/0/img_909.png,0
sign_language_dataset/0/aug_0_4437.png,0
sign_language_dataset/0/aug_0_1598.png,0
sign_language_dataset/0/aug_0_6585.png,0
sign_language_dataset/0/aug_0_6584.png,0
sign_language_dataset/0/aug_0_4350.png,0
sign_language_dataset/0/aug_0_3359.png,0
sign_language_dataset/0/aug_0_5728.png,0
sign_language_dataset/0/aug_0_6221.png,0
sign_language_dataset/0/aug_0_4422.png,0
sign_language_dataset/0/aug_0_1572.png,0
sign_language_dataset/0/aug_0_7103.png,0
sign_language_dataset/0/aug_0_2286.png,0
sign_language_dataset/0/aug_0_6786.png,0
sign_language_dataset/0/aug_0_3832.png,0
sign_language_dataset/0/img_539.png,0
sign_language_dataset/0/aug_0_4807.png,0
sign_language_dataset/0/aug_0_9310.png,0
sign_language_dataset/0/aug_0_6023.png,0
sign_language_dataset/0/aug_0_2537.png,0
sign_language_dataset/0/aug_0_9304.png,0
sign_language_dataset/0/aug_0_1758.png,0
sign_language_dataset/0/aug_0_2494.png,0
sign_language_dataset/0/aug_0_8813.png,0
sign_language_dataset/0/aug_0_1189.png,0
sign_language_dataset/0/aug_0_47.png,0
sign_language_dataset/0/aug_0_6157.png,0
